id,bare,rank,type,level
3915,объявление,3890.0,noun,C2
3916,роса,3891.0,noun,C2
3919,воробей,3894.0,noun,C2
3920,простыня,3895.0,noun,C2
3927,корзина,3902.0,noun,C2
3928,петля,3903.0,noun,C2
3930,кампания,3905.0,noun,C2
3931,вспышка,3906.0,noun,C2
3933,гнездо,3908.0,noun,C2
3942,покойник,3917.0,noun,C2
3943,известие,3918.0,noun,C2
3946,ягода,3921.0,noun,C2
3947,столетие,3922.0,noun,C2
3950,бензин,3925.0,noun,C2
3952,француз,3927.0,noun,C2
3954,упор,3929.0,noun,C2
3955,отверстие,3930.0,noun,C2
3956,рама,3931.0,noun,C2
3958,одиночка,3933.0,noun,C2
3961,указ,3936.0,noun,C2
3965,ограда,3940.0,noun,C2
3966,ступень,3941.0,noun,C2
3967,злоба,3942.0,noun,C2
3968,скамья,3943.0,noun,C2
3969,смесь,3944.0,noun,C2
3973,кран,3948.0,noun,C2
3983,суета,3958.0,noun,C2
3984,зрелище,3959.0,noun,C2
3987,учебник,3962.0,noun,C2
3992,ресница,3967.0,noun,C2
3993,изумление,3968.0,noun,C2
3997,башка,3972.0,noun,C2
3998,священник,3973.0,noun,C2
4002,побег,3977.0,noun,C2
4005,дуб,3980.0,noun,C2
4008,протяжение,3983.0,noun,C2
4010,штурман,3985.0,noun,C2
4011,похороны,3986.0,noun,C2
4014,хата,3989.0,noun,C2
4021,философ,3996.0,noun,C2
4037,ребятишки,4012.0,noun,C2
4039,эпизод,4014.0,noun,C2
4043,знамя,4018.0,noun,C2
4046,сук,4021.0,noun,C2
4048,полоска,4023.0,noun,C2
4051,обман,4026.0,noun,C2
4053,вооружение,4028.0,noun,C2
4054,капуста,4029.0,noun,C2
4057,аппетит,4032.0,noun,C2
4058,нуль,4033.0,noun,C2
4061,партизан,4036.0,noun,C2
4063,закат,4038.0,noun,C2
4064,тропинка,4039.0,noun,C2
4070,чепуха,4045.0,noun,C2
4071,историк,4046.0,noun,C2
4076,дерьмо,4051.0,noun,C2
4078,каблук,4053.0,noun,C2
4079,японец,4054.0,noun,C2
4080,фрукт,4055.0,noun,C2
4083,инициатива,4058.0,noun,C2
4088,сценарий,4063.0,noun,C2
4090,милость,4065.0,noun,C2
4091,вселенная,4066.0,noun,C2
4103,официант,4078.0,noun,C2
4104,головка,4079.0,noun,C2
4105,продавец,4080.0,noun,C2
4106,гитара,4081.0,noun,C2
4107,тройка,4082.0,noun,C2
4110,досада,4085.0,noun,C2
4112,простор,4087.0,noun,C2
4116,битва,4091.0,noun,C2
4123,очаг,4098.0,noun,C2
4128,копыто,4103.0,noun,C2
4129,чистота,4104.0,noun,C2
4131,бульвар,4106.0,noun,C2
4136,дракон,4111.0,noun,C2
4138,мэр,4113.0,noun,C2
4139,пилот,4114.0,noun,C2
4141,заговор,4116.0,noun,C2
4142,кол,4117.0,noun,C2
4143,шлем,4118.0,noun,C2
4145,окурок,4120.0,noun,C2
4146,крыса,4121.0,noun,C2
4147,вой,4122.0,noun,C2
4148,госпожа,4123.0,noun,C2
4155,оттенок,4130.0,noun,C2
4157,правитель,4132.0,noun,C2
4158,весло,4133.0,noun,C2
4160,кишка,4135.0,noun,C2
4161,буря,4136.0,noun,C2
4163,снимок,4138.0,noun,C2
4168,негодяй,4143.0,noun,C2
4169,проза,4144.0,noun,C2
4170,терпение,4145.0,noun,C2
4180,кузов,4155.0,noun,C2
4181,внешность,4156.0,noun,C2
4184,строчок,4159.0,noun,C2
4185,диплом,4160.0,noun,C2
4191,порция,4166.0,noun,C2
4193,витрина,4168.0,noun,C2
4194,материя,4169.0,noun,C2
4195,провал,4170.0,noun,C2
4199,походка,4174.0,noun,C2
4200,травма,4175.0,noun,C2
4203,отражение,4178.0,noun,C2
4211,бак,4186.0,noun,C2
4215,метод,4190.0,noun,C2
4217,мяч,4192.0,noun,C2
4220,трасса,4195.0,noun,C2
4223,грамм,4198.0,noun,C2
4224,торжество,4199.0,noun,C2
4227,купол,4202.0,noun,C2
4228,мрак,4203.0,noun,C2
4230,хребет,4205.0,noun,C2
4234,идеология,4209.0,noun,C2
4239,ребро,4214.0,noun,C2
4243,религия,4218.0,noun,C2
4244,батюшка,4219.0,noun,C2
4251,артиллерия,4226.0,noun,C2
4254,пехота,4229.0,noun,C2
4255,поп,4230.0,noun,C2
4258,победитель,4233.0,noun,C2
4264,платформа,4239.0,noun,C2
4265,матч,4240.0,noun,C2
4267,эмоция,4242.0,noun,C2
4269,пацан,4244.0,noun,C2
4271,убеждение,4246.0,noun,C2
4273,обрыв,4248.0,noun,C2
4274,плёнка,4249.0,noun,C2
4276,посадка,4251.0,noun,C2
4278,блокнот,4253.0,noun,C2
4279,разбойник,4254.0,noun,C2
4281,обитатель,4256.0,noun,C2
4285,мотив,4260.0,noun,C2
4286,сооружение,4261.0,noun,C2
4289,полость,4264.0,noun,C2
4296,нитка,4271.0,noun,C2
4299,младенец,4274.0,noun,C2
4303,фигурка,4278.0,noun,C2
4309,игрок,4284.0,noun,C2
4310,коза,4285.0,noun,C2
4312,интонация,4287.0,noun,C2
4314,порода,4289.0,noun,C2
4315,лозунг,4290.0,noun,C2
4319,темп,4294.0,noun,C2
4320,обещание,4295.0,noun,C2
4322,переводчик,4297.0,noun,C2
4323,занавеска,4298.0,noun,C2
4325,соглашение,4300.0,noun,C2
4327,печаль,4302.0,noun,C2
4332,выпуск,4307.0,noun,C2
4333,незнакомец,4308.0,noun,C2
4334,гром,4309.0,noun,C2
4338,изделие,4313.0,noun,C2
4339,казнь,4314.0,noun,C2
4340,местность,4315.0,noun,C2
4341,невроз,4316.0,noun,C2
4342,прощение,4317.0,noun,C2
4347,висок,4322.0,noun,C2
4348,банда,4323.0,noun,C2
4349,хохот,4324.0,noun,C2
4352,траншея,4327.0,noun,C2
4357,холл,4332.0,noun,C2
4361,мундир,4336.0,noun,C2
4362,голубчик,4337.0,noun,C2
4366,кукла,4341.0,noun,C2
4375,капитализм,4350.0,noun,C2
4377,веко,4352.0,noun,C2
4378,корпорация,4353.0,noun,C2
4382,поручение,4357.0,noun,C2
4383,протест,4358.0,noun,C2
4384,баран,4359.0,noun,C2
4385,кличка,4360.0,noun,C2
4386,погон,4361.0,noun,C2
4387,потомок,4362.0,noun,C2
4391,бассейн,4366.0,noun,C2
4397,печень,4372.0,noun,C2
4401,защитник,4376.0,noun,C2
4404,заслуга,4379.0,noun,C2
4405,отвращение,4380.0,noun,C2
4408,строитель,4383.0,noun,C2
4409,ось,4384.0,noun,C2
4412,стон,4387.0,noun,C2
4414,землянка,4389.0,noun,C2
4417,хирург,4392.0,noun,C2
4424,рельс,4399.0,noun,C2
4425,изучение,4400.0,noun,C2
4426,призыв,4401.0,noun,C2
4429,быт,4404.0,noun,C2
4432,сорт,4407.0,noun,C2
4433,пластинка,4408.0,noun,C2
4434,брюхо,4409.0,noun,C2
4436,стоянка,4411.0,noun,C2
4437,правление,4412.0,noun,C2
4438,падаль,4413.0,noun,C2
4439,испуг,4414.0,noun,C2
4442,будка,4417.0,noun,C2
4447,жилец,4422.0,noun,C2
4448,обсуждение,4423.0,noun,C2
4450,заря,4425.0,noun,C2
4451,разработка,4426.0,noun,C2
4453,касса,4428.0,noun,C2
4457,царство,4432.0,noun,C2
4462,таблетка,4437.0,noun,C2
4464,сейф,4439.0,noun,C2
4465,нагрузка,4440.0,noun,C2
4466,горожанин,4441.0,noun,C2
4467,горечь,4442.0,noun,C2
4469,пейзаж,4444.0,noun,C2
4474,секретарша,4449.0,noun,C2
4475,толчок,4450.0,noun,C2
4477,визг,4452.0,noun,C2
4482,соединение,4457.0,noun,C2
4487,семя,4462.0,noun,C2
4488,осёл,4463.0,noun,C2
4495,сетка,4470.0,noun,C2
4498,контракт,4473.0,noun,C2
4499,устав,4474.0,noun,C2
4500,равновесие,4475.0,noun,C2
4501,том,4476.0,noun,C2
4502,пруд,4477.0,noun,C2
4503,плоть,4478.0,noun,C2
4505,дымок,4480.0,noun,C2
4508,посол,4483.0,noun,C2
4509,провинция,4484.0,noun,C2
4510,грань,4485.0,noun,C2
4512,публикация,4487.0,noun,C2
4514,комар,4489.0,noun,C2
4515,купец,4490.0,noun,C2
4516,офис,4491.0,noun,C2
4517,фокус,4492.0,noun,C2
4519,разряд,4494.0,noun,C2
4521,трещина,4496.0,noun,C2
4522,бытие,4497.0,noun,C2
4525,кастрюля,4500.0,noun,C2
4527,мудрость,4502.0,noun,C2
4528,ведомство,4503.0,noun,C2
4530,заросль,4505.0,noun,C2
4531,щенок,4506.0,noun,C2
4532,таблица,4507.0,noun,C2
4537,презрение,4512.0,noun,C2
4541,гусь,4516.0,noun,C2
4542,красавец,4517.0,noun,C2
4543,делегация,4518.0,noun,C2
4546,чудак,4521.0,noun,C2
4548,доза,4523.0,noun,C2
4550,эксперт,4525.0,noun,C2
4551,сантиметр,4526.0,noun,C2
4553,трибуна,4528.0,noun,C2
4557,ветерок,4532.0,noun,C2
4568,скатерть,4543.0,noun,C2
4572,обувь,4547.0,noun,C2
4575,телега,4550.0,noun,C2
4577,вал,4552.0,noun,C2
4582,почка,4557.0,noun,C2
4583,око,4558.0,noun,C2
4584,ёлка,4559.0,noun,C2
4589,паровоз,4564.0,noun,C2
4591,змей,4566.0,noun,C2
4598,мелодия,4573.0,noun,C2
4604,прозвище,4579.0,noun,C2
4607,барьер,4582.0,noun,C2
4608,премьер,4583.0,noun,C2
4609,плакат,4584.0,noun,C2
4611,тоня,4586.0,noun,C2
4615,санитар,4590.0,noun,C2
4616,орех,4591.0,noun,C2
4617,обочина,4592.0,noun,C2
4618,райком,4593.0,noun,C2
4625,расстрел,4600.0,noun,C2
4629,огурец,4604.0,noun,C2
4638,усмешка,4613.0,noun,C2
4639,валюта,4614.0,noun,C2
4644,веранда,4619.0,noun,C2
4645,обломок,4620.0,noun,C2
4647,курица,4622.0,noun,C2
4649,пена,4624.0,noun,C2
4650,предатель,4625.0,noun,C2
4657,дырка,4632.0,noun,C2
4658,факультет,4633.0,noun,C2
4659,тропа,4634.0,noun,C2
4661,паника,4636.0,noun,C2
4664,торговец,4639.0,noun,C2
4666,шарик,4641.0,noun,C2
4671,копьё,4646.0,noun,C2
4675,введение,4650.0,noun,C2
4676,дипломат,4651.0,noun,C2
4677,перец,4652.0,noun,C2
4679,гроза,4654.0,noun,C2
4686,минутка,4661.0,noun,C2
4688,отставка,4663.0,noun,C2
4695,практик,4670.0,noun,C2
4696,выезд,4671.0,noun,C2
4697,сало,4672.0,noun,C2
4700,малость,4675.0,noun,C2
4701,инстинкт,4676.0,noun,C2
4706,катер,4681.0,noun,C2
4710,прогноз,4685.0,noun,C2
4715,виски,4690.0,noun,C2
4719,сектор,4694.0,noun,C2
4722,мёд,4697.0,noun,C2
4723,размах,4698.0,noun,C2
4724,неправда,4699.0,noun,C2
4726,пяток,4701.0,noun,C2
4727,посещение,4702.0,noun,C2
4731,агентство,4706.0,noun,C2
4732,слушатель,4707.0,noun,C2
4734,кодекс,4709.0,noun,C2
4735,коса,4710.0,noun,C2
4738,собор,4713.0,noun,C2
4739,толь,4714.0,noun,C2
4741,чудовище,4716.0,noun,C2
4742,прилавок,4717.0,noun,C2
4745,песенка,4720.0,noun,C2
4747,славка,4722.0,noun,C2
4749,сталкер,4724.0,noun,C2
4753,топливо,4728.0,noun,C2
4755,глина,4730.0,noun,C2
4760,объятие,4735.0,noun,C2
4761,фонарик,4736.0,noun,C2
4763,пазуха,4738.0,noun,C2
4766,эшелон,4741.0,noun,C2
4771,сохранение,4746.0,noun,C2
4775,листва,4750.0,noun,C2
4776,раздел,4751.0,noun,C2
4777,усадьба,4752.0,noun,C2
4780,пропуск,4755.0,noun,C2
4787,мораль,4762.0,noun,C2
4789,человечек,4764.0,noun,C2
4790,сустав,4765.0,noun,C2
4791,нежность,4766.0,noun,C2
4793,комсомолец,4768.0,noun,C2
4795,осложнение,4770.0,noun,C2
4799,митинг,4774.0,noun,C2
4800,дрожь,4775.0,noun,C2
4801,местечко,4776.0,noun,C2
4806,кредит,4781.0,noun,C2
4807,весть,4782.0,noun,C2
4809,бабочка,4784.0,noun,C2
4812,ущелье,4787.0,noun,C2
4815,ветеран,4790.0,noun,C2
4816,шахта,4791.0,noun,C2
4823,ноздря,4798.0,noun,C2
4824,видимость,4799.0,noun,C2
4826,светило,4801.0,noun,C2
4831,единица,4806.0,noun,C2
4833,пятница,4808.0,noun,A2
4837,сложность,4812.0,noun,C2
4840,вдова,4815.0,noun,C2
4844,берёза,4819.0,noun,C2
4845,валенок,4820.0,noun,C2
4847,позор,4822.0,noun,C2
4848,фонтан,4823.0,noun,C2
4850,бес,4825.0,noun,C2
4853,пепел,4828.0,noun,C2
4855,призрак,4830.0,noun,C2
4856,восхищение,4831.0,noun,C2
4859,стража,4834.0,noun,C2
4860,паренёк,4835.0,noun,C2
4862,алкоголь,4837.0,noun,C2
4863,ранг,4838.0,noun,C2
4864,злато,4839.0,noun,C2
4877,союзник,4852.0,noun,C2
4878,живопись,4853.0,noun,C2
4879,парламент,4854.0,noun,C2
4882,семейство,4857.0,noun,C2
4883,негр,4858.0,noun,C2
4885,почерк,4860.0,noun,C2
4886,коллекция,4861.0,noun,C2
4887,молитва,4862.0,noun,C2
4888,ритм,4863.0,noun,C2
4889,стая,4864.0,noun,C2
4890,блин,4865.0,noun,C2
4897,подружка,4872.0,noun,C2
4900,пианистка,4875.0,noun,C2
4901,развод,4876.0,noun,C2
4905,реализация,4880.0,noun,C2
4906,пробка,4881.0,noun,C2
4907,миска,4882.0,noun,C2
4908,пан,4883.0,noun,C2
4911,пенсионер,4886.0,noun,C2
4914,шорох,4889.0,noun,C2
4915,горшок,4890.0,noun,C2
4918,матушка,4893.0,noun,C2
4919,верхушка,4894.0,noun,C2
4921,тигр,4896.0,noun,C2
4922,складка,4897.0,noun,C2
4925,икона,4900.0,noun,C2
4929,учёба,4904.0,noun,C2
4931,котёнок,4906.0,noun,C2
4932,спортсмен,4907.0,noun,C2
4934,серебро,4909.0,noun,C2
4937,полотно,4912.0,noun,C2
4938,прелесть,4913.0,noun,C2
4942,претензия,4917.0,noun,C2
4943,сражение,4918.0,noun,C2
4945,конфета,4920.0,noun,C2
4947,рывок,4922.0,noun,C2
4949,икра,4924.0,noun,C2
4953,дрянь,4928.0,noun,C2
4956,худо,4931.0,noun,C2
4958,адмирал,4933.0,noun,C2
4962,лёгкость,4937.0,noun,C2
4963,сочувствие,4938.0,noun,C2
4964,скотина,4939.0,noun,C2
4967,округа,4942.0,noun,C2
4968,табуретка,4943.0,noun,C2
4970,показатель,4945.0,noun,C2
4971,овца,4946.0,noun,C2
4975,акцент,4950.0,noun,C2
4977,заметка,4952.0,noun,C2
4980,тумбочка,4955.0,noun,C2
4982,концепция,4957.0,noun,C2
4986,математика,4961.0,noun,C2
4987,земляк,4962.0,noun,C2
4993,землянин,4968.0,noun,C2
4995,сыр,4970.0,noun,C2
4996,микрофон,4971.0,noun,C2
4997,поляна,4972.0,noun,C2
5003,фара,4978.0,noun,C2
5005,особняк,4980.0,noun,C2
5006,сторонник,4981.0,noun,C2
5008,хан,4983.0,noun,C2
5010,солдатик,4985.0,noun,C2
5011,верста,4986.0,noun,C2
5012,конечность,4987.0,noun,C2
5013,станок,4988.0,noun,C2
5015,букет,4990.0,noun,C2
5017,стражник,4992.0,noun,C2
5018,тенденция,4993.0,noun,C2
5020,адъютант,4995.0,noun,C2
5021,видение,4996.0,noun,C2
5025,рация,5000.0,noun,C2
5031,плот,5006.0,noun,C2
5033,редкость,5008.0,noun,C2
5034,съёмка,5009.0,noun,C2
5036,нетерпение,5011.0,noun,C2
5037,схватка,5012.0,noun,C2
5039,магия,5014.0,noun,C2
5040,слюна,5015.0,noun,C2
5050,аллея,5025.0,noun,C2
5057,кустарник,5032.0,noun,C2
5058,дисциплина,5033.0,noun,C2
5059,клок,5034.0,noun,C2
5060,треть,5035.0,noun,C2
5061,взяток,5036.0,noun,C2
5064,новичок,5039.0,noun,C2
5070,обморок,5045.0,noun,C2
5074,певец,5049.0,noun,C2
5076,погоня,5051.0,noun,C2
5077,гребень,5052.0,noun,C2
5078,солома,5053.0,noun,C2
5080,пульт,5055.0,noun,C2
5081,фургон,5056.0,noun,C2
5090,мощность,5065.0,noun,C2
5091,наместник,5066.0,noun,C2
5093,близость,5068.0,noun,C2
5095,кафедра,5070.0,noun,C2
5096,рычаг,5071.0,noun,C2
5097,террорист,5072.0,noun,C2
5099,силуэт,5074.0,noun,C2
5101,оппозиция,5076.0,noun,C2
5107,купе,5082.0,noun,C2
5108,сионист,5083.0,noun,C2
5109,ассоциация,5084.0,noun,C2
5113,чердак,5088.0,noun,C2
5118,зрачок,5093.0,noun,C2
5120,скука,5095.0,noun,C2
5122,мужество,5097.0,noun,C2
5127,сазан,5102.0,noun,C2
5129,любовник,5104.0,noun,C2
5130,сани,5105.0,noun,C2
5133,развалина,5108.0,noun,C2
5135,сотник,5110.0,noun,C2
5136,психология,5111.0,noun,C2
5137,различие,5112.0,noun,C2
5139,коляска,5114.0,noun,C2
5140,чемпион,5115.0,noun,C2
5141,тупик,5116.0,noun,C2
5144,кура,5119.0,noun,C2
5145,активность,5120.0,noun,C2
5147,аудитория,5122.0,noun,C2
5149,композитор,5124.0,noun,C2
5152,лавина,5127.0,noun,C2
5154,грусть,5129.0,noun,C2
5156,даба,5131.0,noun,C2
5158,держава,5133.0,noun,C2
5159,чушь,5134.0,noun,C2
5160,мат,5135.0,noun,C2
5165,тренер,5140.0,noun,C2
5166,овощ,5141.0,noun,C2
5170,комсомол,5145.0,noun,C2
5171,цикл,5146.0,noun,C2
5173,парнишка,5148.0,noun,C2
5180,медсестра,5155.0,noun,C2
5183,экземпляр,5158.0,noun,C2
5188,язва,5163.0,noun,C2
5189,плена,5164.0,noun,C2
5190,постройка,5165.0,noun,C2
5194,лорд,5169.0,noun,C2
5195,ирония,5170.0,noun,C2
5196,заряд,5171.0,noun,
5199,церемония,5174.0,noun,
5202,плат,5177.0,noun,
5206,урожай,5181.0,noun,
5209,стадия,5184.0,noun,
5210,профиль,5185.0,noun,
5211,задница,5186.0,noun,
5213,мерзавец,5188.0,noun,
5214,кашель,5189.0,noun,
5215,гарантия,5190.0,noun,
5216,нить,5191.0,noun,
5221,сокращение,5196.0,noun,
5229,восприятие,5204.0,noun,
5230,чаша,5205.0,noun,
5232,персонаж,5207.0,noun,
5233,оператор,5208.0,noun,
5234,логика,5209.0,noun,
5235,механика,5210.0,noun,
5236,племянник,5211.0,noun,
5237,расширение,5212.0,noun,
5238,эфир,5213.0,noun,
5240,зажигалка,5215.0,noun,
5248,закуска,5223.0,noun,
5249,миф,5224.0,noun,
5252,староста,5227.0,noun,
5254,прощание,5229.0,noun,
5255,разрушение,5230.0,noun,
5256,демократ,5231.0,noun,
5259,симпатия,5234.0,noun,
5261,груда,5236.0,noun,
5262,догадка,5237.0,noun,
5264,президиум,5239.0,noun,
5269,строение,5244.0,noun,
5273,отрасль,5248.0,noun,
5276,сочетание,5251.0,noun,
5277,мощь,5252.0,noun,
5279,инфекция,5254.0,noun,
5288,коготь,5263.0,noun,
5290,дежурство,5265.0,noun,
5297,ловушка,5272.0,noun,
5301,рыбка,5276.0,noun,
5305,бас,5280.0,noun,
5307,уста,5282.0,noun,
5312,бутерброд,5287.0,noun,
5315,комбинат,5290.0,noun,
5321,ущерб,5296.0,noun,
5322,секс,5297.0,noun,
5323,скот,5298.0,noun,
5326,запрет,5301.0,noun,
5328,постой,5303.0,noun,
5331,великан,5306.0,noun,
5334,опера,5309.0,noun,
5335,обработка,5310.0,noun,
5339,вывеска,5314.0,noun,
5341,винт,5316.0,noun,
5342,отчество,5317.0,noun,
5344,канцелярия,5319.0,noun,
5352,никитина,5327.0,noun,
5355,пепельница,5330.0,noun,
5361,яхта,5336.0,noun,
5365,солнышко,5340.0,noun,
5367,колония,5342.0,noun,
5368,обучение,5343.0,noun,
5372,парта,5347.0,noun,
5375,кислород,5350.0,noun,
5376,раздумье,5351.0,noun,
5379,скрип,5354.0,noun,
5381,психика,5356.0,noun,
5384,юрист,5359.0,noun,
5385,кошмар,5360.0,noun,
5388,литр,5363.0,noun,
5391,стадион,5366.0,noun,
5393,роща,5368.0,noun,
5402,хлопоты,5377.0,noun,
5404,табличка,5379.0,noun,
5408,нота,5383.0,noun,
5409,частица,5384.0,noun,
5412,сдача,5387.0,noun,
5413,лихо,5388.0,noun,
5416,безумие,5391.0,noun,
5420,жанр,5395.0,noun,
5424,диагноз,5399.0,noun,
5426,лёжа,5401.0,noun,
5428,веселье,5403.0,noun,
5430,студия,5405.0,noun,
5435,носилки,5410.0,noun,
5437,иллюзия,5412.0,noun,
5439,дискуссия,5414.0,noun,
5440,россиянин,5415.0,noun,
5442,электричка,5417.0,noun,
5446,ротмистр,5421.0,noun,
5447,восстание,5422.0,noun,
5448,гимназия,5423.0,noun,
5451,лай,5426.0,noun,
5453,караул,5428.0,noun,
5454,звено,5429.0,noun,
5456,выгода,5431.0,noun,
5459,леди,5434.0,noun,
5460,самовар,5435.0,noun,
5461,владение,5436.0,noun,
5465,захват,5440.0,noun,
5466,побережье,5441.0,noun,
5470,пятёрка,5445.0,noun,
5475,судорога,5450.0,noun,
5477,стройка,5452.0,noun,
5479,налёт,5454.0,noun,
5482,рок,5457.0,noun,
5489,шрам,5464.0,noun,
5490,жестокость,5465.0,noun,
5492,вечность,5467.0,noun,
5493,творение,5468.0,noun,
5496,значок,5471.0,noun,
5497,груша,5472.0,noun,
5502,чародей,5477.0,noun,
5504,цру,5479.0,noun,
5505,смола,5480.0,noun,
5507,авария,5482.0,noun,
5508,ранение,5483.0,noun,
5511,увлечение,5486.0,noun,
5513,вред,5488.0,noun,
5518,ясность,5493.0,noun,
5519,мамочка,5494.0,noun,
5526,гудок,5501.0,noun,
5530,хранение,5505.0,noun,
5535,подлец,5510.0,noun,
5536,барабан,5511.0,noun,
5538,инструктор,5513.0,noun,
5542,бизнесмен,5517.0,noun,
5547,телескоп,5522.0,noun,
5551,статуя,5526.0,noun,
5552,скрипка,5527.0,noun,
5553,костыль,5528.0,noun,
5554,насилие,5529.0,noun,
5556,кавалер,5531.0,noun,
5558,диаметр,5533.0,noun,
5563,рубка,5538.0,noun,
5564,гусеница,5539.0,noun,
5565,гвардия,5540.0,noun,
5566,резерв,5541.0,noun,
5569,субъект,5544.0,noun,
5573,кепка,5548.0,noun,
5575,доброта,5550.0,noun,
5578,ниша,5553.0,noun,
5580,чекист,5555.0,noun,
5581,актриса,5556.0,noun,
5584,терапия,5559.0,noun,
5593,нрав,5568.0,noun,
5594,подошва,5569.0,noun,
5596,лезвие,5571.0,noun,
5599,сугроб,5574.0,noun,
5600,галерея,5575.0,noun,
5606,тётушка,5581.0,noun,
5611,миля,5586.0,noun,
5612,массив,5587.0,noun,
5613,цыпочки,5588.0,noun,
5614,спуск,5589.0,noun,
5622,бухгалтер,5597.0,noun,
5623,воронко,5598.0,noun,
5624,сопка,5599.0,noun,
5625,парус,5600.0,noun,
5626,милорд,5601.0,noun,
5628,анкета,5603.0,noun,
5631,лавра,5606.0,noun,
5632,футбол,5607.0,noun,
5633,репутация,5608.0,noun,
5636,критик,5611.0,noun,
5638,консервы,5613.0,noun,
5640,скворец,5615.0,noun,
5641,фестиваль,5616.0,noun,
5642,совпадение,5617.0,noun,
5644,проба,5619.0,noun,
5645,перелом,5620.0,noun,
5646,ворон,5621.0,noun,
5647,проём,5622.0,noun,
5650,лимон,5625.0,noun,
5656,мышление,5631.0,noun,
5659,сюрприз,5634.0,noun,
5663,колебание,5638.0,noun,
5665,классик,5640.0,noun,
5672,приёмник,5647.0,noun,
5673,измерение,5648.0,noun,
5675,свитер,5650.0,noun,
5676,гонорар,5651.0,noun,
5678,тим,5653.0,noun,
5679,осмотр,5654.0,noun,
5687,трон,5662.0,noun,
5691,смелость,5666.0,noun,
5692,чемпионат,5667.0,noun,
5693,коробочка,5668.0,noun,
5700,ларёк,5675.0,noun,
5701,реплика,5676.0,noun,
5712,поляк,5687.0,noun,
5713,лень,5688.0,noun,
5714,возмущение,5689.0,noun,
5715,кинжал,5690.0,noun,
5719,комедия,5694.0,noun,
5720,лебедь,5695.0,noun,
5722,барышня,5697.0,noun,
5723,соперник,5698.0,noun,
5732,блокада,5707.0,noun,
5733,молоток,5708.0,noun,
5737,витамин,5712.0,noun,
5738,ворона,5713.0,noun,
5742,сторожа,5717.0,noun,
5743,сундук,5718.0,noun,
5744,залив,5719.0,noun,
5745,парад,5720.0,noun,
5747,миссия,5722.0,noun,
5748,упрёк,5723.0,noun,
5751,пророк,5726.0,noun,
5755,оплата,5730.0,noun,
5757,аромат,5732.0,noun,
5759,новик,5734.0,noun,
5766,диета,5741.0,noun,
5767,матка,5742.0,noun,
5770,бродяга,5745.0,noun,
5772,полночь,5747.0,noun,
5776,наследство,5751.0,noun,
5782,папаша,5757.0,noun,
5784,зять,5759.0,noun,
5787,контейнер,5762.0,noun,
5790,порок,5765.0,noun,
5791,игла,5766.0,noun,
5792,каска,5767.0,noun,
5794,перевал,5769.0,noun,
5798,палач,5773.0,noun,
5801,квадрат,5776.0,noun,
5802,штучка,5777.0,noun,
5806,дина,5781.0,noun,
5810,жук,5785.0,noun,
5814,слесарь,5789.0,noun,
5816,инвестиция,5791.0,noun,
5817,чернила,5792.0,noun,
5819,интернет,5794.0,noun,
5820,индий,5795.0,noun,
5826,сделка,5801.0,noun,
5829,укрепление,5804.0,noun,
5832,чех,5807.0,noun,
5833,клочок,5808.0,noun,
5838,клинок,5813.0,noun,
5839,поднос,5814.0,noun,
5841,отечество,5816.0,noun,
5842,старина,5817.0,noun,
5846,крошка,5821.0,noun,
5847,бруствер,5822.0,noun,
5851,штора,5826.0,noun,
5856,лагуна,5831.0,noun,
5857,спецслужба,5832.0,noun,
5858,бульдозер,5833.0,noun,
5863,месть,5838.0,noun,
5864,знаток,5839.0,noun,
5865,жилище,5840.0,noun,
5869,троп,5844.0,noun,
5871,донос,5846.0,noun,
5874,прожектор,5849.0,noun,
5876,лопатка,5851.0,noun,
5878,простота,5853.0,noun,
5881,сборник,5856.0,noun,
5882,тополь,5857.0,noun,
5883,пытка,5858.0,noun,
5887,мирон,5862.0,noun,
5888,обложка,5863.0,noun,
5889,верность,5864.0,noun,
5892,запрос,5867.0,noun,
5893,дитя,5868.0,noun,
5894,космонавт,5869.0,noun,
5895,парочка,5870.0,noun,
5897,дворник,5872.0,noun,
5904,усталь,5879.0,noun,
5905,пальма,5880.0,noun,
5909,удочка,5884.0,noun,
5910,пульс,5885.0,noun,
5911,пень,5886.0,noun,
5912,пение,5887.0,noun,
5913,розыск,5888.0,noun,
5917,персона,5892.0,noun,
5921,иголка,5896.0,noun,
5926,шах,5901.0,noun,
5928,шок,5903.0,noun,
5935,вуз,5910.0,noun,
5936,кучка,5911.0,noun,
5942,перила,5917.0,noun,
5944,открытка,5919.0,noun,
5946,убежище,5921.0,noun,
5952,заработок,5927.0,noun,
5954,каталог,5929.0,noun,
5955,факел,5930.0,noun,
5956,богач,5931.0,noun,
5960,шнур,5935.0,noun,
5961,мех,5936.0,noun,
5963,санаторий,5938.0,noun,
5965,кора,5940.0,noun,
5967,уток,5942.0,noun,
5969,обыск,5944.0,noun,
5975,штык,5950.0,noun,
5976,укол,5951.0,noun,
5977,параметр,5952.0,noun,
5980,вестибюль,5955.0,noun,
5981,продавщица,5956.0,noun,
5982,климат,5957.0,noun,
5985,козырёк,5960.0,noun,
5986,коленка,5961.0,noun,
5988,спрос,5963.0,noun,
5990,двойник,5965.0,noun,
5991,поклонник,5966.0,noun,
5993,прут,5968.0,noun,
5994,недоверие,5969.0,noun,
5995,прибытие,5970.0,noun,
5996,заклинание,5971.0,noun,
